0.0055296;0.0039936;

0.0043008;0.0041984;
0.004096;0.004096;0.0038912;

0.0045056;0.004096;
0.0043008;0.0043008;0.0041984;
0.0041984;0.0038912;0.004096;0.0037888;

0.004608;0.0044032;
0.0044032;0.0045056;0.0041984;
0.0047104;0.0041984;0.0045056;0.004096;
0.0044032;0.004096;0.004096;0.0041984;0.0038912;

0.0049152;0.0045056;
0.0045056;0.004608;0.0043008;
0.0045056;0.0043008;0.0045056;0.0043008;
0.0047104;0.0044032;0.0043008;0.0044032;0.0043008;
0.00512;0.0044032;0.0041984;0.0041984;0.0045056;0.0047104;

0.0060416;0.0057344;
0.0049152;0.0049152;0.0047104;
0.004608;0.0045056;0.004608;0.0043008;
0.0048128;0.0045056;0.0043008;0.0045056;0.0041984;
0.0055296;0.0047104;0.0045056;0.0045056;0.0048128;0.0048128;
0.0063488;0.0052224;0.0050176;0.0050176;0.0052224;

0.0106496;0.0100352;
0.0058368;0.0059392;0.005632;
0.0049152;0.0049152;0.00512;0.0048128;
0.0049152;0.004608;0.0045056;0.0047104;0.0045056;
0.0055296;0.0049152;0.0048128;0.004608;0.0048128;0.0048128;
0.0068608;0.0055296;0.0050176;0.00512;0.0054272;

0.0288768;0.026624;
0.0105472;0.010752;0.0099328;
0.0059392;0.0059392;0.0059392;0.0057344;
0.0054272;0.00512;0.0050176;0.00512;0.00512;
0.005632;0.00512;0.0048128;0.00512;0.0053248;0.0057344;
0.0070656;0.0057344;0.00512;0.0053248;0.0055296;

0.100966;0.0915456;
0.028672;0.0290816;0.026624;
0.0109568;0.0106496;0.0109568;0.0095232;
0.0068608;0.0062464;0.0062464;0.0069632;0.0082944;
0.0067584;0.0065536;0.0063488;0.0062464;0.0072704;0.009216;
0.0078848;0.0069632;0.0069632;0.0069632;0.0070656;

0.390349;0.352666;
0.100352;0.10199;0.0922624;
0.0288768;0.0288768;0.0297984;0.0237568;
0.0129024;0.0120832;0.0120832;0.0144384;0.0208896;
0.0132096;0.0126976;0.0115712;0.011776;0.0150528;0.0238592;
0.0137216;0.0131072;0.0126976;0.0125952;0.0135168;

1.6044;1.50385;
0.367923;0.398131;0.382976;
0.087552;0.120627;0.134656;0.0995328;
0.05888;0.0463872;0.046592;0.0729088;0.0992256;
0.0521216;0.0488448;0.0466944;0.0482304;0.0790528;0.11735;
0.057856;0.0529408;0.0489472;0.0464896;0.0566272;

7.81937;6.25388;
1.51572;1.60645;1.56969;
0.390246;0.461005;0.520806;0.377446;
0.205619;0.173978;0.17449;0.272589;0.378163;
0.184832;0.180838;0.179917;0.178688;0.296653;0.450355;
0.185856;0.17705;0.17408;0.171827;0.204083;

