0.0049152;0.0037888;

0.0039936;0.004096;
0.0041984;0.0037888;0.0037888;

0.0044032;0.0039936;
0.0047104;0.0041984;0.0039936;
0.0052224;0.0041984;0.004096;0.0036864;

0.0043008;0.004096;
0.0048128;0.0043008;0.004096;
0.0055296;0.004608;0.0043008;0.0039936;
0.0067584;0.0055296;0.0044032;0.004096;0.0038912;

0.0048128;0.004608;
0.0049152;0.0043008;0.0041984;
0.0059392;0.0049152;0.0043008;0.0039936;
0.0077824;0.0058368;0.0049152;0.0043008;0.0039936;
0.0135168;0.008704;0.0063488;0.0057344;0.0059392;0.0059392;

0.0058368;0.0054272;
0.0053248;0.0049152;0.0045056;
0.0060416;0.0049152;0.0044032;0.0043008;
0.008192;0.0058368;0.0049152;0.0044032;0.0041984;
0.0136192;0.0094208;0.0067584;0.0059392;0.006144;0.0060416;
0.0233472;0.0142336;0.011264;0.0111616;0.011264;

0.0100352;0.0094208;
0.0068608;0.0059392;0.0058368;
0.0065536;0.0054272;0.0049152;0.0047104;
0.0083968;0.0062464;0.0052224;0.0047104;0.0045056;
0.0144384;0.0098304;0.0074752;0.0068608;0.0067584;0.0068608;
0.0252928;0.0144384;0.0114688;0.0113664;0.0115712;
0.0429056;0.0331776;0.0329728;0.03328;

0.0263168;0.0238592;
0.0110592;0.01024;0.0095232;
0.0109568;0.00768;0.0059392;0.005632;
0.011264;0.0078848;0.007168;0.0057344;0.0052224;
0.0150528;0.012288;0.0116736;0.0116736;0.011776;0.011776;
0.026624;0.016384;0.0130048;0.0126976;0.0128;
0.046592;0.0336896;0.0333824;0.0335872;
0.121037;0.120832;0.120934;

0.0902144;0.0811008;
0.0284672;0.0265216;0.0239616;
0.0267264;0.0160768;0.010752;0.0094208;
0.0293888;0.016896;0.0159744;0.0146432;0.0084992;
0.0293888;0.028672;0.0284672;0.0284672;0.0277504;0.0277504;
0.0311296;0.0324608;0.0325632;0.0325632;0.032768;
0.0485376;0.0367616;0.036352;0.0364544;
0.121037;0.121139;0.121242;
0.470938;0.471757;

0.345395;0.310374;
0.0999424;0.0914432;0.08192;
0.0934912;0.0514048;0.0293888;0.0236544;
0.0934912;0.049152;0.0494592;0.0452608;0.0193536;
0.103219;0.10455;0.0944128;0.0965632;0.0937984;0.0932864;
0.101478;0.101171;0.101581;0.0986112;0.0974848;
0.11479;0.11479;0.114995;0.115712;
0.133222;0.132096;0.132403;
0.471347;0.472064;
1.87382;

1.61894;1.38291;
0.538112;0.470221;0.427725;
0.43049;0.231936;0.138342;0.0999424;
0.432333;0.240128;0.222618;0.180224;0.0978944;
0.488038;0.442778;0.429158;0.419942;0.417587;0.419533;
0.510771;0.42496;0.433664;0.425779;0.422707;
0.500429;0.477184;0.434995;0.441139;
0.556646;0.552858;0.556032;
0.633856;0.62464;
2.29724;

7.85521;5.81315;
1.9287;1.53119;1.46698;
1.72186;0.954061;0.577536;0.377958;
1.69953;0.96256;0.888525;0.699392;0.376218;
1.86952;1.74346;1.67107;1.64536;1.64362;1.65018;
1.94816;1.74223;1.67455;1.64977;1.64291;
1.8988;1.74756;1.69851;1.67291;
2.01503;1.78811;1.73629;
2.31055;2.27205;
2.49549;

